diagnosisYear,ageBand,sex,dep,region,stage,route,rate,ciLb,ciUb
2021,85-89,All Persons,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,85-89,All Persons,IMD3,All Regions,All Stages,Emergency,2.6,2.6,2.6
2023,85-89,All Persons,IMD3,All Regions,All Stages,Emergency,4.16,4.16,4.16
allyears,85-89,All Persons,IMD3,All Regions,All Stages,Emergency,3.82,2.75,4.89
2016,90+,All Persons,IMD3,All Regions,All Stages,Emergency,3.83,3.83,3.83
2017,90+,All Persons,IMD3,All Regions,All Stages,Emergency,4.73,4.73,4.73
2018,90+,All Persons,IMD3,All Regions,All Stages,Emergency,3.75,3.75,3.75
2019,90+,All Persons,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,90+,All Persons,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,90+,All Persons,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,90+,All Persons,IMD3,All Regions,All Stages,Emergency,3.64,3.64,3.64
2023,90+,All Persons,IMD3,All Regions,All Stages,Emergency,6.37,6.37,6.37
allyears,90+,All Persons,IMD3,All Regions,All Stages,Emergency,3.21,1.92,4.49
2016,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,1.13,0.93,1.33
2017,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,1.2,1,1.41
2018,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,1.4,1.18,1.62
2019,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,1.15,0.95,1.35
2023,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,1.38,1.16,1.59
allyears,all ages,All Persons,IMD3,All Regions,All Stages,Emergency,0.9,0.83,0.96
2016,0-49,Male,IMD3,All Regions,All Stages,Emergency,0.23,0.07,0.38
2017,0-49,Male,IMD3,All Regions,All Stages,Emergency,0.11,0,0.22
2018,0-49,Male,IMD3,All Regions,All Stages,Emergency,0.2,0.05,0.34
2019,0-49,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,0-49,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,0-49,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,0-49,Male,IMD3,All Regions,All Stages,Emergency,0.18,0.04,0.32
2023,0-49,Male,IMD3,All Regions,All Stages,Emergency,0.3,0.11,0.48
allyears,0-49,Male,IMD3,All Regions,All Stages,Emergency,0.14,0.1,0.19
2016,50-54,Male,IMD3,All Regions,All Stages,Emergency,2.82,1.15,4.48
2017,50-54,Male,IMD3,All Regions,All Stages,Emergency,1.52,0.3,2.73
2018,50-54,Male,IMD3,All Regions,All Stages,Emergency,3.04,1.32,4.76
2019,50-54,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,50-54,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,50-54,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,50-54,Male,IMD3,All Regions,All Stages,Emergency,1.33,0.16,2.5
2023,50-54,Male,IMD3,All Regions,All Stages,Emergency,2.93,1.2,4.66
allyears,50-54,Male,IMD3,All Regions,All Stages,Emergency,1.65,1.17,2.14
2016,55-59,Male,IMD3,All Regions,All Stages,Emergency,2.91,1.1,4.71
2017,55-59,Male,IMD3,All Regions,All Stages,Emergency,3.38,1.47,5.3
2018,55-59,Male,IMD3,All Regions,All Stages,Emergency,2.48,0.86,4.1
2019,55-59,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,55-59,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,55-59,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,55-59,Male,IMD3,All Regions,All Stages,Emergency,3.12,1.35,4.88
2023,55-59,Male,IMD3,All Regions,All Stages,Emergency,4.42,2.32,6.52
allyears,55-59,Male,IMD3,All Regions,All Stages,Emergency,2.32,1.73,2.91
2016,60-64,Male,IMD3,All Regions,All Stages,Emergency,3.01,1.04,4.97
2017,60-64,Male,IMD3,All Regions,All Stages,Emergency,5.24,2.67,7.81
2018,60-64,Male,IMD3,All Regions,All Stages,Emergency,6.1,3.36,8.84
2019,60-64,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,60-64,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,60-64,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,60-64,Male,IMD3,All Regions,All Stages,Emergency,4.98,2.61,7.34
2023,60-64,Male,IMD3,All Regions,All Stages,Emergency,5.56,3.06,8.06
allyears,60-64,Male,IMD3,All Regions,All Stages,Emergency,3.58,2.79,4.36
2016,65-69,Male,IMD3,All Regions,All Stages,Emergency,4.82,2.38,7.26
2017,65-69,Male,IMD3,All Regions,All Stages,Emergency,5.4,2.75,8.04
2018,65-69,Male,IMD3,All Regions,All Stages,Emergency,3.8,1.56,6.05
2019,65-69,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,65-69,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,65-69,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,65-69,Male,IMD3,All Regions,All Stages,Emergency,6.31,3.4,9.23
2023,65-69,Male,IMD3,All Regions,All Stages,Emergency,3.51,1.33,5.68
allyears,65-69,Male,IMD3,All Regions,All Stages,Emergency,3.44,2.64,4.25
2016,70-74,Male,IMD3,All Regions,All Stages,Emergency,3.7,1.28,6.12
2017,70-74,Male,IMD3,All Regions,All Stages,Emergency,4.51,1.96,7.06
2018,70-74,Male,IMD3,All Regions,All Stages,Emergency,7.55,4.32,10.78
2019,70-74,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,70-74,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,70-74,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,70-74,Male,IMD3,All Regions,All Stages,Emergency,6.76,3.64,9.88
2023,70-74,Male,IMD3,All Regions,All Stages,Emergency,5.63,2.78,8.48
allyears,70-74,Male,IMD3,All Regions,All Stages,Emergency,3.94,3.05,4.83
2016,75-79,Male,IMD3,All Regions,All Stages,Emergency,2.85,0.35,5.35
2017,75-79,Male,IMD3,All Regions,All Stages,Emergency,6.74,2.93,10.56
2018,75-79,Male,IMD3,All Regions,All Stages,Emergency,5.99,2.45,9.52
2019,75-79,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,75-79,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,75-79,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,75-79,Male,IMD3,All Regions,All Stages,Emergency,4.42,1.68,7.17
2023,75-79,Male,IMD3,All Regions,All Stages,Emergency,6.19,2.95,9.44
allyears,75-79,Male,IMD3,All Regions,All Stages,Emergency,3.82,2.78,4.85
2016,80-84,Male,IMD3,All Regions,All Stages,Emergency,8.93,3.65,14.21
2017,80-84,Male,IMD3,All Regions,All Stages,Emergency,3.96,0.49,7.43
2018,80-84,Male,IMD3,All Regions,All Stages,Emergency,5.35,1.39,9.31
2019,80-84,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,80-84,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,80-84,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,80-84,Male,IMD3,All Regions,All Stages,Emergency,2.95,0.06,5.84
2023,80-84,Male,IMD3,All Regions,All Stages,Emergency,2.21,-0.29,4.71
allyears,80-84,Male,IMD3,All Regions,All Stages,Emergency,3.26,2.09,4.42
2016,85-89,Male,IMD3,All Regions,All Stages,Emergency,7.3,0.9,13.71
2017,85-89,Male,IMD3,All Regions,All Stages,Emergency,11.31,3.47,19.15
2018,85-89,Male,IMD3,All Regions,All Stages,Emergency,8.36,1.67,15.04
2019,85-89,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,85-89,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,85-89,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,85-89,Male,IMD3,All Regions,All Stages,Emergency,3.83,-0.5,8.16
2023,85-89,Male,IMD3,All Regions,All Stages,Emergency,8.93,2.31,15.55
allyears,85-89,Male,IMD3,All Regions,All Stages,Emergency,5.65,3.59,7.7
2016,90+,Male,IMD3,All Regions,All Stages,Emergency,3.2,-3.08,9.49
2017,90+,Male,IMD3,All Regions,All Stages,Emergency,12.34,0.25,24.43
2018,90+,Male,IMD3,All Regions,All Stages,Emergency,8.99,-1.18,19.16
2019,90+,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,90+,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,90+,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,90+,Male,IMD3,All Regions,All Stages,Emergency,5.56,-2.14,13.26
2023,90+,Male,IMD3,All Regions,All Stages,Emergency,13.89,1.72,26.07
allyears,90+,Male,IMD3,All Regions,All Stages,Emergency,6.28,3.1,9.46
2016,all ages,Male,IMD3,All Regions,All Stages,Emergency,1.63,1.28,1.98
2017,all ages,Male,IMD3,All Regions,All Stages,Emergency,1.89,1.51,2.28
2018,all ages,Male,IMD3,All Regions,All Stages,Emergency,2.03,1.64,2.42
2019,all ages,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,all ages,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,all ages,Male,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,all ages,Male,IMD3,All Regions,All Stages,Emergency,1.75,1.4,2.11
2023,all ages,Male,IMD3,All Regions,All Stages,Emergency,2.06,1.67,2.44
allyears,all ages,Male,IMD3,All Regions,All Stages,Emergency,1.34,1.22,1.46
2016,0-49,Female,IMD3,All Regions,All Stages,Emergency,0.17,0.03,0.31
2017,0-49,Female,IMD3,All Regions,All Stages,Emergency,0.03,-0.03,0.09
2018,0-49,Female,IMD3,All Regions,All Stages,Emergency,0.12,0,0.23
2019,0-49,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,0-49,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,0-49,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,0-49,Female,IMD3,All Regions,All Stages,Emergency,0.24,0.07,0.4
2023,0-49,Female,IMD3,All Regions,All Stages,Emergency,0.09,-0.01,0.19
allyears,0-49,Female,IMD3,All Regions,All Stages,Emergency,0.09,0.05,0.13
2016,50-54,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2017,50-54,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2018,50-54,Female,IMD3,All Regions,All Stages,Emergency,1.23,0.15,2.32
2019,50-54,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,50-54,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,50-54,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,50-54,Female,IMD3,All Regions,All Stages,Emergency,0.51,-0.2,1.23
2023,50-54,Female,IMD3,All Regions,All Stages,Emergency,1.03,0.02,2.03
allyears,50-54,Female,IMD3,All Regions,All Stages,Emergency,0.39,0.16,0.63
2016,55-59,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2017,55-59,Female,IMD3,All Regions,All Stages,Emergency,0.27,-0.26,0.81
2018,55-59,Female,IMD3,All Regions,All Stages,Emergency,1.34,0.16,2.51
2019,55-59,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,55-59,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,55-59,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,55-59,Female,IMD3,All Regions,All Stages,Emergency,0.25,-0.24,0.74
2023,55-59,Female,IMD3,All Regions,All Stages,Emergency,1.75,0.45,3.05
allyears,55-59,Female,IMD3,All Regions,All Stages,Emergency,0.53,0.25,0.8
2016,60-64,Female,IMD3,All Regions,All Stages,Emergency,1.59,0.2,2.98
2017,60-64,Female,IMD3,All Regions,All Stages,Emergency,1.88,0.38,3.38
2018,60-64,Female,IMD3,All Regions,All Stages,Emergency,1.23,0.02,2.44
2019,60-64,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,60-64,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,60-64,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,60-64,Female,IMD3,All Regions,All Stages,Emergency,1.69,0.34,3.04
2023,60-64,Female,IMD3,All Regions,All Stages,Emergency,0.85,-0.11,1.8
allyears,60-64,Female,IMD3,All Regions,All Stages,Emergency,1.03,0.62,1.44
2016,65-69,Female,IMD3,All Regions,All Stages,Emergency,0.6,-0.23,1.44
2017,65-69,Female,IMD3,All Regions,All Stages,Emergency,1.9,0.38,3.42
2018,65-69,Female,IMD3,All Regions,All Stages,Emergency,2.27,0.59,3.95
2019,65-69,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,65-69,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,65-69,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,65-69,Female,IMD3,All Regions,All Stages,Emergency,2.31,0.6,4.02
2023,65-69,Female,IMD3,All Regions,All Stages,Emergency,3.63,1.49,5.78
allyears,65-69,Female,IMD3,All Regions,All Stages,Emergency,1.52,1,2.04
2016,70-74,Female,IMD3,All Regions,All Stages,Emergency,4.18,1.71,6.65
2017,70-74,Female,IMD3,All Regions,All Stages,Emergency,0.69,-0.27,1.66
2018,70-74,Female,IMD3,All Regions,All Stages,Emergency,1.99,0.4,3.58
2019,70-74,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,70-74,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,70-74,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,70-74,Female,IMD3,All Regions,All Stages,Emergency,0.68,-0.26,1.63
2023,70-74,Female,IMD3,All Regions,All Stages,Emergency,1.71,0.21,3.21
allyears,70-74,Female,IMD3,All Regions,All Stages,Emergency,1.25,0.77,1.74
2016,75-79,Female,IMD3,All Regions,All Stages,Emergency,1.97,0.04,3.9
2017,75-79,Female,IMD3,All Regions,All Stages,Emergency,3.4,0.88,5.93
2018,75-79,Female,IMD3,All Regions,All Stages,Emergency,2.36,0.29,4.44
2019,75-79,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,75-79,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,75-79,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,75-79,Female,IMD3,All Regions,All Stages,Emergency,1.56,0.03,3.09
2023,75-79,Female,IMD3,All Regions,All Stages,Emergency,1.95,0.24,3.66
allyears,75-79,Female,IMD3,All Regions,All Stages,Emergency,1.6,0.97,2.23
2016,80-84,Female,IMD3,All Regions,All Stages,Emergency,1.87,-0.25,3.99
2017,80-84,Female,IMD3,All Regions,All Stages,Emergency,3.08,0.38,5.77
2018,80-84,Female,IMD3,All Regions,All Stages,Emergency,4.23,1.1,7.37
2019,80-84,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,80-84,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,80-84,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,80-84,Female,IMD3,All Regions,All Stages,Emergency,1.18,-0.46,2.82
2023,80-84,Female,IMD3,All Regions,All Stages,Emergency,3.55,0.71,6.39
allyears,80-84,Female,IMD3,All Regions,All Stages,Emergency,1.98,1.17,2.78
2016,85-89,Female,IMD3,All Regions,All Stages,Emergency,3.67,0.07,7.27
2017,85-89,Female,IMD3,All Regions,All Stages,Emergency,6.31,1.64,10.99
2018,85-89,Female,IMD3,All Regions,All Stages,Emergency,5.37,1.07,9.67
2019,85-89,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,85-89,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,85-89,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,85-89,Female,IMD3,All Regions,All Stages,Emergency,1.76,-0.68,4.19
2023,85-89,Female,IMD3,All Regions,All Stages,Emergency,0.88,-0.84,2.6
allyears,85-89,Female,IMD3,All Regions,All Stages,Emergency,2.55,1.43,3.67
2016,90+,Female,IMD3,All Regions,All Stages,Emergency,4.1,-0.54,8.73
2017,90+,Female,IMD3,All Regions,All Stages,Emergency,1.36,-1.31,4.04
2018,90+,Female,IMD3,All Regions,All Stages,Emergency,1.36,-1.31,4.04
2019,90+,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,90+,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,90+,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,90+,Female,IMD3,All Regions,All Stages,Emergency,2.7,-1.04,6.45
2023,90+,Female,IMD3,All Regions,All Stages,Emergency,2.7,-1.04,6.45
allyears,90+,Female,IMD3,All Regions,All Stages,Emergency,1.74,0.6,2.87
2016,all ages,Female,IMD3,All Regions,All Stages,Emergency,0.67,0.45,0.88
2017,all ages,Female,IMD3,All Regions,All Stages,Emergency,0.61,0.41,0.81
2018,all ages,Female,IMD3,All Regions,All Stages,Emergency,0.84,0.6,1.07
2019,all ages,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2020,all ages,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2021,all ages,Female,IMD3,All Regions,All Stages,Emergency,0,0,0
2022,all ages,Female,IMD3,All Regions,All Stages,Emergency,0.61,0.41,0.8
2023,all ages,Female,IMD3,All Regions,All Stages,Emergency,0.78,0.56,1.01
allyears,all ages,Female,IMD3,All Regions,All Stages,Emergency,0.5,0.43,0.56
2016,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0.17,0.17,0.17
2017,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0.19,0.19,0.19
2018,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0.31,0.31,0.31
2019,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2021,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2022,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0.19,0.19,0.19
2023,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0.21,0.21,0.21
allyears,0-49,All Persons,IMD4,All Regions,All Stages,Emergency,0.15,0.11,0.18
2016,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,1.1,1.1,1.1
2017,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,0.24,0.24,0.24
2018,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,1.1,1.1,1.1
2019,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2021,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2022,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,1.42,1.42,1.42
2023,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,1.29,1.29,1.29
allyears,50-54,All Persons,IMD4,All Regions,All Stages,Emergency,0.73,0.51,0.95
2016,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,1.53,1.53,1.53
2017,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,1.22,1.22,1.22
2018,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,2.5,2.5,2.5
2019,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2021,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2022,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,1.87,1.87,1.87
2023,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,2,2,2
allyears,55-59,All Persons,IMD4,All Regions,All Stages,Emergency,1.31,1,1.62
2016,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,1.72,1.72,1.72
2017,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,2.62,2.62,2.62
2018,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,2.12,2.12,2.12
2019,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2021,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2022,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,1.39,1.39,1.39
2023,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,2.09,2.09,2.09
allyears,60-64,All Persons,IMD4,All Regions,All Stages,Emergency,1.44,1.09,1.78
2016,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,1.88,1.88,1.88
2017,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,3.37,3.37,3.37
2018,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,1.89,1.89,1.89
2019,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2021,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2022,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,3.56,3.56,3.56
2023,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,2.59,2.59,2.59
allyears,65-69,All Persons,IMD4,All Regions,All Stages,Emergency,1.94,1.53,2.35
2016,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,2.89,2.89,2.89
2017,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,2.3,2.3,2.3
2018,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,2.35,2.35,2.35
2019,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2021,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2022,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,3.62,3.62,3.62
2023,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,2.47,2.47,2.47
allyears,70-74,All Persons,IMD4,All Regions,All Stages,Emergency,1.93,1.51,2.34
2016,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,4.16,4.16,4.16
2017,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,3.38,3.38,3.38
2018,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,3.26,3.26,3.26
2019,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2021,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2022,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,2.59,2.59,2.59
2023,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,3.51,3.51,3.51
allyears,75-79,All Persons,IMD4,All Regions,All Stages,Emergency,2.5,1.94,3.05
2016,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,3.6,3.6,3.6
2017,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,4.48,4.48,4.48
2018,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,1.24,1.24,1.24
2019,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2021,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2022,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,2.07,2.07,2.07
2023,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,5.33,5.33,5.33
allyears,80-84,All Persons,IMD4,All Regions,All Stages,Emergency,2.43,1.78,3.08
2016,85-89,All Persons,IMD4,All Regions,All Stages,Emergency,5.31,5.31,5.31
2017,85-89,All Persons,IMD4,All Regions,All Stages,Emergency,5.16,5.16,5.16
2018,85-89,All Persons,IMD4,All Regions,All Stages,Emergency,4.57,4.57,4.57
2019,85-89,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
2020,85-89,All Persons,IMD4,All Regions,All Stages,Emergency,0,0,0
