diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb,table
2019,0-49,All Persons,All IMD Quintiles,North East,Advanced,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7,region_North East_stage_advanced
2020,0-49,All Persons,All IMD Quintiles,North East,Advanced,All Routes,SUPPRESSED; n<10,0.5,0.2,0.9,region_North East_stage_advanced
2021,0-49,All Persons,All IMD Quintiles,North East,Advanced,All Routes,10,0.7,0.3,1.1,region_North East_stage_advanced
2022,0-49,All Persons,All IMD Quintiles,North East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,region_North East_stage_advanced
2023,0-49,All Persons,All IMD Quintiles,North East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,region_North East_stage_advanced
allyears,0-49,All Persons,All IMD Quintiles,North East,Advanced,All Routes,20,0.6,0.4,0.7,
2016,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,50,1.1,0.8,1.4,region_North West
2017,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,60,1.3,0.9,1.6,region_North West
2018,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,50,1.1,0.8,1.4,region_North West
2019,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,40,0.9,0.6,1.1,region_North West
2020,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,35,0.8,0.5,1.0,region_North West
2021,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,40,0.9,0.6,1.2,region_North West
2022,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,30,0.6,0.4,0.9,region_North West
2023,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,40,0.9,0.6,1.2,region_North West
allyears,0-49,All Persons,All IMD Quintiles,North West,All Stages,All Routes,345,1.1,1.0,1.2,
2016,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_North West_rtd_emergency
2017,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2,region_North West_rtd_emergency
2018,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_North West_rtd_emergency
2019,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_North West_rtd_emergency
2020,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_North West_rtd_emergency
2021,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_North West_rtd_emergency
2022,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_North West_rtd_emergency
2023,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1,region_North West_rtd_emergency
allyears,0-49,All Persons,All IMD Quintiles,North West,All Stages,Emergency,0,0.0,0.0,0.1,
2016,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,45,1.0,0.7,1.3,region_North West_rtd_non_emergency
2017,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,50,1.1,0.8,1.4,region_North West_rtd_non_emergency
2018,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,45,0.9,0.7,1.2,region_North West_rtd_non_emergency
2019,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_North West_rtd_non_emergency
2020,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_North West_rtd_non_emergency
2021,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_North West_rtd_non_emergency
2022,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,25,0.6,0.4,0.8,region_North West_rtd_non_emergency
2023,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,35,0.8,0.5,1.1,region_North West_rtd_non_emergency
allyears,0-49,All Persons,All IMD Quintiles,North West,All Stages,Non-emergency,200,0.6,0.6,0.7,
2016,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,25,0.6,0.4,0.8,region_North West_stage_early
2017,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,30,0.6,0.4,0.9,region_North West_stage_early
2018,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,20,0.5,0.3,0.7,region_North West_stage_early
2019,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,20,0.4,0.2,0.6,region_North West_stage_early
2020,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,10,0.2,0.1,0.4,region_North West_stage_early
2021,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,15,0.4,0.2,0.5,region_North West_stage_early
2022,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,#N/A,#N/A,#N/A,#N/A,region_North West_stage_early
2023,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,#N/A,#N/A,#N/A,#N/A,region_North West_stage_early
allyears,0-49,All Persons,All IMD Quintiles,North West,Early,All Routes,120,0.4,0.3,0.5,
2016,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,20,0.4,0.2,0.6,region_North West_stage_advanced
2017,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,20,0.5,0.3,0.7,region_North West_stage_advanced
2018,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,25,0.5,0.3,0.7,region_North West_stage_advanced
2019,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,15,0.3,0.2,0.5,region_North West_stage_advanced
2020,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,20,0.5,0.3,0.7,region_North West_stage_advanced
2021,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,20,0.5,0.3,0.7,region_North West_stage_advanced
2022,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,region_North West_stage_advanced
2023,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,region_North West_stage_advanced
allyears,0-49,All Persons,All IMD Quintiles,North West,Advanced,All Routes,120,0.4,0.3,0.4,
2016,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,50,0.9,0.7,1.2,region_South East
2017,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,55,1.0,0.7,1.2,region_South East
2018,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,50,0.9,0.6,1.1,region_South East
2019,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,45,0.8,0.5,1.0,region_South East
2020,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,50,0.9,0.7,1.2,region_South East
2021,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,45,0.8,0.5,1.0,region_South East
2022,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,40,0.7,0.5,0.9,region_South East
2023,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,35,0.6,0.4,0.8,region_South East
allyears,0-49,All Persons,All IMD Quintiles,South East,All Stages,All Routes,370,0.9,0.8,1.0,
2016,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_South East_rtd_emergency
2017,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_South East_rtd_emergency
2018,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_South East_rtd_emergency
2019,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_South East_rtd_emergency
2020,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_South East_rtd_emergency
2021,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_South East_rtd_emergency
2022,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_South East_rtd_emergency
2023,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_South East_rtd_emergency
allyears,0-49,All Persons,All IMD Quintiles,South East,All Stages,Emergency,0,0.0,0.0,0.0,
2016,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,50,0.9,0.6,1.1,region_South East_rtd_non_emergency
2017,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,50,0.9,0.6,1.1,region_South East_rtd_non_emergency
2018,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,45,0.8,0.5,1.0,region_South East_rtd_non_emergency
2019,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_South East_rtd_non_emergency
2020,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_South East_rtd_non_emergency
2021,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_South East_rtd_non_emergency
2022,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,40,0.7,0.5,0.9,region_South East_rtd_non_emergency
2023,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,30,0.6,0.4,0.8,region_South East_rtd_non_emergency
allyears,0-49,All Persons,All IMD Quintiles,South East,All Stages,Non-emergency,215,0.5,0.5,0.6,
2016,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,35,0.6,0.4,0.8,region_South East_stage_early
2017,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,30,0.5,0.3,0.7,region_South East_stage_early
2018,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,20,0.4,0.2,0.5,region_South East_stage_early
2019,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,20,0.4,0.2,0.5,region_South East_stage_early
2020,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,25,0.4,0.3,0.6,region_South East_stage_early
2021,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,15,0.3,0.1,0.4,region_South East_stage_early
2022,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A,region_South East_stage_early
2023,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A,region_South East_stage_early
allyears,0-49,All Persons,All IMD Quintiles,South East,Early,All Routes,145,0.3,0.2,0.3,
2016,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,15,0.3,0.1,0.4,region_South East_stage_advanced
2017,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,20,0.4,0.2,0.5,region_South East_stage_advanced
2018,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,20,0.4,0.2,0.5,region_South East_stage_advanced
2019,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,20,0.3,0.2,0.5,region_South East_stage_advanced
2020,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,15,0.3,0.2,0.4,region_South East_stage_advanced
2021,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,20,0.3,0.2,0.5,region_South East_stage_advanced
2022,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,region_South East_stage_advanced
2023,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,region_South East_stage_advanced
allyears,0-49,All Persons,All IMD Quintiles,South East,Advanced,All Routes,110,0.4,0.3,0.4,
2016,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,20,0.7,0.4,1.0,region_South West
2017,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,35,1.1,0.7,1.5,region_South West
2018,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,45,1.4,1.0,1.8,region_South West
2019,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,35,1.1,0.7,1.4,region_South West
2020,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,25,0.7,0.4,1.0,region_South West
2021,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,30,1.0,0.6,1.3,region_South West
2022,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,30,0.9,0.6,1.2,region_South West
2023,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,30,1.0,0.6,1.3,region_South West
allyears,0-49,All Persons,All IMD Quintiles,South West,All Stages,All Routes,250,1.1,1.0,1.2,
2016,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0,region_South West_rtd_emergency
2017,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_South West_rtd_emergency
2018,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1,region_South West_rtd_emergency
2019,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_South West_rtd_emergency
2020,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_South West_rtd_emergency
2021,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_South West_rtd_emergency
2022,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1,region_South West_rtd_emergency
2023,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.1,region_South West_rtd_emergency
allyears,0-49,All Persons,All IMD Quintiles,South West,All Stages,Emergency,0,0.0,0.0,0.0,
2016,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,20,0.6,0.4,0.9,region_South West_rtd_non_emergency
2017,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,35,1.1,0.7,1.4,region_South West_rtd_non_emergency
2018,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,40,1.3,0.9,1.6,region_South West_rtd_non_emergency
2019,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_South West_rtd_non_emergency
2020,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_South West_rtd_non_emergency
2021,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_South West_rtd_non_emergency
2022,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,25,0.8,0.5,1.1,region_South West_rtd_non_emergency
2023,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,30,0.9,0.6,1.3,region_South West_rtd_non_emergency
allyears,0-49,All Persons,All IMD Quintiles,South West,All Stages,Non-emergency,150,0.7,0.6,0.8,
2016,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,15,0.4,0.2,0.7,region_South West_stage_early
2017,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,15,0.5,0.2,0.7,region_South West_stage_early
2018,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,25,0.7,0.4,1.0,region_South West_stage_early
2019,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,20,0.6,0.4,0.9,region_South West_stage_early
2020,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,10,0.4,0.2,0.6,region_South West_stage_early
2021,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,20,0.6,0.3,0.8,region_South West_stage_early
2022,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A,region_South West_stage_early
2023,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A,region_South West_stage_early
allyears,0-49,All Persons,All IMD Quintiles,South West,Early,All Routes,105,0.3,0.2,0.3,
2016,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,0.2,0.0,0.3,region_South West_stage_advanced
2017,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,15,0.5,0.3,0.7,region_South West_stage_advanced
2018,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,15,0.5,0.3,0.7,region_South West_stage_advanced
2019,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,0.2,0.0,0.3,region_South West_stage_advanced
2020,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,0.2,0.1,0.4,region_South West_stage_advanced
2021,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,0.2,0.1,0.4,region_South West_stage_advanced
2022,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,region_South West_stage_advanced
2023,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A,region_South West_stage_advanced
allyears,0-49,All Persons,All IMD Quintiles,South West,Advanced,All Routes,30,0.5,0.4,0.5,
2016,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,35,1.0,0.7,1.3,region_West Midlands
2017,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,35,0.9,0.6,1.3,region_West Midlands
2018,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,35,1.0,0.7,1.3,region_West Midlands
2019,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,25,0.7,0.4,0.9,region_West Midlands
2020,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,30,0.8,0.5,1.1,region_West Midlands
2021,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,40,1.1,0.7,1.4,region_West Midlands
2022,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,35,0.9,0.6,1.3,region_West Midlands
2023,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,25,0.7,0.5,1.0,region_West Midlands
allyears,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,All Routes,260,1.0,0.9,1.1,
2016,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2,region_West Midlands_rtd_emergency
2017,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1,region_West Midlands_rtd_emergency
2018,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1,region_West Midlands_rtd_emergency
2019,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_West Midlands_rtd_emergency
2020,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_West Midlands_rtd_emergency
2021,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A,region_West Midlands_rtd_emergency
2022,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.1,region_West Midlands_rtd_emergency
2023,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0.0,0.2,region_West Midlands_rtd_emergency
allyears,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Emergency,0,0.1,0.0,0.1,
2016,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,35,0.9,0.6,1.2,region_West Midlands_rtd_non_emergency
2017,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,35,0.9,0.6,1.2,region_West Midlands_rtd_non_emergency
2018,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,30,0.9,0.6,1.2,region_West Midlands_rtd_non_emergency
2019,0-49,All Persons,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A,region_West Midlands_rtd_non_emergency
