quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
3.5,.41999999,.38999999,.44999999,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.41,.38,.43000001,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
4,.40000001,.37,.41999999,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.38,.36000001,.41,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.37,.34,.38999999,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.36000001,.33000001,.38999999,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
5,.36000001,.33000001,.38,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
.25,.88,.87,.89999998,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
.5,.81,.79000002,.82999998,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
.75,.75,.73000002,.77999997,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
1,.69999999,.67000002,.72000003,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.64999998,.63,.67000002,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.62,.58999997,.63999999,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.58999997,.56,.61000001,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
2,.56999999,.54000002,.58999997,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.55000001,.52999997,.57999998,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.52999997,.5,.56,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.5,.47999999,.52999997,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
3,.47999999,.46000001,.50999999,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.47,.44,.5,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.46000001,.43000001,.49000001,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.44999999,.41999999,.47999999,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
4,.44,.41,.47,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.44,.41,.46000001,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.43000001,.40000001,.46000001,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.41999999,.38999999,.44999999,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
5,.41,.38,.44,Male,IMD 2,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
.25,.91000003,.88999999,.92000002,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
.5,.82999998,.81,.85000002,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
.75,.76999998,.75,.80000001,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
1,.73000002,.69999999,.75,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.69,.66000003,.70999998,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.66000003,.63,.68000001,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.62,.60000002,.64999998,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
2,.58999997,.56999999,.62,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.56999999,.54000002,.60000002,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.54000002,.51999998,.56999999,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.51999998,.49000001,.55000001,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
3,.5,.47,.52999997,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.49000001,.46000001,.51999998,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.47999999,.44999999,.50999999,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.47,.44,.5,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
4,.46000001,.43000001,.49000001,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.44999999,.41999999,.47999999,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.43000001,.40000001,.46000001,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.41999999,.38999999,.46000001,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
5,.41999999,.38999999,.44999999,Male,IMD 3,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
.25,.88999999,.87,.89999998,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
.5,.81999999,.80000001,.83999997,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
.75,.75999999,.74000001,.77999997,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
1,.72000003,.69,.74000001,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.67000002,.64999998,.69999999,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.64999998,.62,.67000002,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.61000001,.57999998,.63999999,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
2,.58999997,.56999999,.62,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.56999999,.54000002,.60000002,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.55000001,.52999997,.57999998,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.54000002,.50999999,.56999999,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
3,.52999997,.5,.56,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.50999999,.47999999,.54000002,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.5,.47,.51999998,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.47999999,.44999999,.50999999,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
4,.47,.44,.5,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.46000001,.43000001,.49000001,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.44999999,.41999999,.47999999,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.44,.41,.47999999,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
5,.44,.40000001,.47,Male,IMD 4,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.25,.93000001,.91000003,.94,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.5,.86000001,.83999997,.88,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.75,.80000001,.77999997,.81999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1,.75,.73000002,.77999997,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.72000003,.69,.74000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.69,.66000003,.72000003,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.66000003,.63999999,.69,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2,.63999999,.61000001,.66000003,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.60000002,.56999999,.63,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.57999998,.55000001,.61000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.56999999,.54000002,.60000002,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3,.54000002,.50999999,.56999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.51999998,.49000001,.55000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.51999998,.49000001,.55000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.5,.47,.54000002,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4,.5,.46000001,.52999997,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.49000001,.46000001,.51999998,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.47999999,.44999999,.50999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.47,.44,.50999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
5,.47,.43000001,.5,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.25,.89999998,.87,.92000002,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.5,.81,.77999997,.83999997,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.75,.74000001,.69999999,.76999998,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1,.68000001,.64999998,.72000003,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.25,.63,.60000002,.67000002,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.5,.60000002,.56,.63999999,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.75,.56999999,.54000002,.61000001,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2,.54000002,.5,.57999998,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.25,.51999998,.47999999,.56,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.5,.5,.46000001,.54000002,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.75,.47999999,.44,.51999998,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3,.46000001,.41999999,.5,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.25,.46000001,.41999999,.5,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.5,.44999999,.41,.49000001,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.75,.44,.40000001,.47999999,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4,.41999999,.38,.47,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.25,.41,.37,.44999999,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.5,.40000001,.36000001,.44,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.75,.40000001,.34999999,.44,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
5,.38999999,.34,.43000001,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.25,.89999998,.87,.92000002,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.5,.81999999,.79000002,.85000002,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.75,.75,.70999998,.77999997,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1,.69,.66000003,.73000002,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.25,.63999999,.61000001,.68000001,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.5,.61000001,.57999998,.64999998,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.75,.56999999,.52999997,.61000001,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2,.55000001,.50999999,.58999997,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.25,.52999997,.49000001,.56999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.5,.5,.46000001,.54000002,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.75,.49000001,.44999999,.52999997,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3,.47,.41999999,.50999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.25,.44999999,.41,.49000001,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.5,.44,.40000001,.47999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.75,.43000001,.38999999,.47,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4,.43000001,.38999999,.47,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.25,.41999999,.38,.46000001,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.5,.41,.37,.44999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.75,.41,.37,.44999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
5,.38999999,.34999999,.44,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.25,.91000003,.88999999,.93000001,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.5,.85000002,.82999998,.88,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
.75,.81,.79000002,.83999997,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1,.75999999,.74000001,.79000002,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.25,.73000002,.69999999,.75,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.5,.69,.66000003,.72000003,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
1.75,.67000002,.63999999,.69999999,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2,.64999998,.62,.68000001,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.25,.63,.60000002,.66000003,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.5,.61000001,.57999998,.63999999,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
2.75,.60000002,.56,.63,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3,.57999998,.54000002,.61000001,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.25,.56,.52999997,.60000002,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.5,.55000001,.51999998,.58999997,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
3.75,.55000001,.50999999,.57999998,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4,.54000002,.5,.56999999,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.25,.52999997,.5,.56999999,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.5,.51999998,.47999999,.55000001,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
4.75,.5,.46000001,.54000002,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
5,.5,.46000001,.54000002,Male,All IMD Quintiles,London,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.25,.87,.83999997,.89999998,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.5,.76999998,.73000002,.81,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
.75,.69,.64999998,.73000002,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1,.63999999,.58999997,.68000001,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.25,.60000002,.55000001,.63999999,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.5,.56,.51999998,.61000001,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
1.75,.54000002,.49000001,.57999998,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2,.51999998,.47,.56999999,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.25,.47999999,.43000001,.52999997,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.5,.44999999,.41,.5,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
2.75,.44,.38999999,.49000001,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3,.43000001,.38,.47999999,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.25,.41,.37,.46000001,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.5,.40000001,.34999999,.44999999,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
3.75,.38999999,.34,.44,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4,.38999999,.34,.44,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
4.25,.38,.33000001,.43000001,Male,All IMD Quintiles,North East,All Routes,All Stages,All Ages,All Years
